team,date,r,hr,rbi,sb,bb,avg,ops,w,k,era,whip,qs,sv+h,total,bat,pitch,rank,b_rank,p_rank
Nola's Ark,2024-05-21,9,9,13,10,13,8,10,7,3,8,14,2,6,112,72,40,7,4,9
The Flying Rutschmen,2024-05-21,6,1,1,7,1,10,4,4,10,4,10,5,3,66,30,36,12,11,12
Lux Æterna,2024-05-21,3,6,6,4,7,3,2,2,7,11,10,4,6,71,31,40,11,10,9
Ya Gotta Beliebe,2024-05-21,4,2,4,11,1,5,3,7,4,12,10,7,6,76,30,46,9,11,6
Rochelle Rochelle the Musical,2024-05-21,11,8,11,3,10,12,13,9,9,13,7,8,9,123,68,55,4,5,3
HaberMetrics,2024-05-22,2,4,7,1,3,5,4,5,7,7,13,13,1,72,26,46,10,13,7
Boba Chette,2024-05-22,1,5,4,2,9,1,1,1,1,2,1,1,8,37,23,14,14,14,14
Bug Monty,2024-05-22,13,13,8,13,14,14,14,11,11,6,12,7,11,147,89,58,1,1,2
FightinHorse&Buggies,2024-05-22,10,10,9,7,12,4,8,14,12,14,8,14,2,124,60,64,4,7,1
Forever Jung,2024-05-22,7,7,13,14,10,12,12,13,14,4,3,10,12,131,75,56,3,3,3
Friends O'Clyde,2024-05-22,12,10,10,7,6,7,9,6,13,5,5,11,13,114,61,53,6,6,6
Haders gonna Hate,2024-05-22,5,2,3,5,4,9,7,9,2,1,1,2,4,54,35,19,13,9,13
Hobo Ken,2024-05-22,8,13,2,6,8,2,6,3,6,10,6,11,5,86,45,41,8,8,9
Mighty Banshees,2024-05-22,14,12,14,12,5,11,11,11,10,9,4,7,13,133,79,54,2,2,5
Nola's Ark,2024-05-22,9,9,12,10,13,7,10,8,3,8,14,2,5,110,70,40,7,4,10
The Flying Rutschmen,2024-05-22,5,1,1,9,2,9,3,4,9,3,8,5,3,62,30,32,12,12,12
Lux Æterna,2024-05-22,3,6,6,4,7,3,2,2,5,11,8,4,5,66,31,35,11,11,11
Ya Gotta Beliebe,2024-05-22,4,3,5,10,1,5,5,6,4,12,7,6,8,76,33,43,9,10,8
Rochelle Rochelle the Musical,2024-05-22,11,8,10,3,11,12,13,9,8,13,8,9,8,123,68,55,5,5,4
HaberMetrics,2024-05-23,2,4,6,1,3,5,4,5,6,7,13,13,1,70,25,45,10,13,7
Boba Chette,2024-05-23,1,4,4,2,8,1,1,1,1,2,2,1,8,36,21,15,14,14,14
Bug Monty,2024-05-23,13,11,8,12,14,14,14,11,10,6,12,7,11,143,86,57,1,1,3
FightinHorse&Buggies,2024-05-23,10,11,9,7,12,4,9,14,13,14,9,14,2,128,62,66,4,7,1
Forever Jung,2024-05-23,7,7,13,14,10,12,11,13,14,4,3,10,12,130,74,56,3,3,4
Friends O'Clyde,2024-05-23,12,11,11,7,6,8,10,6,11,5,5,11,14,117,65,52,6,6,6
Haders gonna Hate,2024-05-23,5,2,2,5,4,9,7,9,2,1,1,2,4,53,34,19,13,9,13
Hobo Ken,2024-05-23,8,14,2,6,9,2,6,3,8,11,6,12,5,92,47,45,8,8,7
Mighty Banshees,2024-05-23,14,10,14,13,5,11,11,12,12,10,3,8,13,136,78,58,2,2,2
Nola's Ark,2024-05-23,9,9,12,10,13,7,8,8,3,8,14,2,5,108,68,40,7,4,10
The Flying Rutschmen,2024-05-23,6,1,1,9,2,10,3,4,9,3,9,5,3,65,32,33,11,11,11
Lux Æterna,2024-05-23,3,6,6,4,7,3,2,2,5,9,7,4,5,63,31,32,12,12,12
Ya Gotta Beliebe,2024-05-23,3,3,5,11,1,5,5,6,4,12,7,5,8,75,33,42,9,10,9
Rochelle Rochelle the Musical,2024-05-23,10,8,10,3,11,13,13,9,7,13,9,8,10,124,68,56,5,4,4
HaberMetrics,2024-05-24,2,5,7,1,3,6,5,4,6,9,14,13,1,76,29,47,9,13,7
Boba Chette,2024-05-24,1,4,2,2,6,1,1,1,1,2,2,1,8,32,17,15,14,14,14
Bug Monty,2024-05-24,13,11,8,12,14,14,14,11,9,8,13,6,12,145,86,59,1,1,3
FightinHorse&Buggies,2024-05-24,10,10,9,7,12,4,8,14,12,14,8,14,2,124,60,64,4,7,1
Forever Jung,2024-05-24,7,7,13,14,10,13,11,13,14,7,3,10,11,133,75,58,3,3,4
Friends O'Clyde,2024-05-24,12,12,11,7,6,8,10,6,10,5,4,10,14,115,66,49,6,5,6
Haders gonna Hate,2024-05-24,5,2,3,5,4,8,6,9,2,1,1,2,4,52,33,19,13,9,13
Hobo Ken,2024-05-24,8,13,4,5,9,2,6,3,7,11,4,12,4,88,47,41,8,8,9
Mighty Banshees,2024-05-24,14,14,14,13,5,11,13,12,12,10,6,8,13,145,84,61,1,2,2
Nola's Ark,2024-05-24,9,8,12,11,13,7,9,8,4,4,12,2,4,103,69,34,7,4,10
The Flying Rutschmen,2024-05-24,6,1,1,9,2,10,3,4,8,3,11,5,3,66,32,34,11,11,10
Lux Æterna,2024-05-24,4,6,6,4,8,3,2,2,5,6,7,4,4,61,33,28,12,9,12
Ya Gotta Beliebe,2024-05-24,3,2,5,10,1,5,4,7,3,13,8,6,8,75,30,45,10,12,8
Rochelle Rochelle the Musical,2024-05-24,10,8,10,3,11,12,12,10,11,12,8,9,8,124,66,58,4,5,4
HaberMetrics,2024-05-25,2,5,7,1,3,6,5,4,5,6,13,12,1,70,29,41,10,12,8
Boba Chette,2024-05-25,1,3,2,2,7,1,1,1,1,2,1,1,8,31,17,14,14,14,14
Bug Monty,2024-05-25,13,10,8,12,14,14,14,11,10,7,13,6,11,143,85,58,1,1,2
FightinHorse&Buggies,2024-05-25,10,11,9,8,12,4,9,14,13,14,9,14,2,129,63,66,4,7,1
Forever Jung,2024-05-25,7,7,13,14,10,13,11,13,14,5,4,10,12,133,75,58,3,3,2
Friends O'Clyde,2024-05-25,12,11,11,7,6,10,10,7,12,7,6,12,14,125,67,58,5,4,2
Haders gonna Hate,2024-05-25,5,3,6,4,4,8,6,9,2,1,2,2,4,56,36,20,13,9,13
Hobo Ken,2024-05-25,8,13,3,5,9,2,7,3,6,10,3,11,4,84,47,37,8,8,9
Mighty Banshees,2024-05-25,14,14,14,13,5,11,13,12,11,11,4,7,12,141,84,57,2,2,5
Nola's Ark,2024-05-25,9,8,12,10,13,6,8,7,3,4,12,2,4,98,66,32,7,6,12
The Flying Rutschmen,2024-05-25,6,1,1,8,2,9,4,5,8,3,9,5,3,64,31,33,12,11,11
Lux Æterna,2024-05-25,4,6,5,5,8,3,2,2,7,9,7,4,7,69,33,36,11,10,10
Ya Gotta Beliebe,2024-05-25,3,2,3,10,1,5,3,6,4,13,9,7,10,76,27,49,9,13,7
Rochelle Rochelle the Musical,2024-05-25,11,8,10,3,11,12,12,9,9,12,7,9,8,121,67,54,6,4,6
HaberMetrics,2024-05-26,2,5,7,1,3,6,5,4,5,9,14,13,1,75,29,46,9,12,7
Boba Chette,2024-05-26,1,1,2,2,6,1,1,1,1,2,1,1,8,28,14,14,14,14,14
Bug Monty,2024-05-26,13,11,8,12,14,14,14,11,10,7,13,5,11,143,86,57,1,1,3
FightinHorse&Buggies,2024-05-26,11,10,9,8,12,4,9,14,13,14,10,14,2,130,63,67,3,7,1
Forever Jung,2024-05-26,6,7,13,13,10,13,11,13,14,5,3,10,11,129,73,56,4,3,4
Friends O'Clyde,2024-05-26,12,11,11,6,5,10,10,7,12,4,3,12,14,117,65,52,6,6,5
Haders gonna Hate,2024-05-26,5,1,5,4,4,8,6,9,2,1,2,2,6,55,33,22,13,9,13
Hobo Ken,2024-05-26,8,13,6,4,9,3,7,3,5,9,3,10,4,84,50,34,8,8,10
Mighty Banshees,2024-05-26,14,13,14,14,6,11,13,12,8,11,6,8,13,143,85,58,1,2,2
Nola's Ark,2024-05-26,8,8,12,11,13,7,7,8,3,5,11,2,4,99,66,33,7,5,12
The Flying Rutschmen,2024-05-26,7,1,1,9,2,9,4,5,11,3,11,5,3,71,33,38,10,9,9
Lux Æterna,2024-05-26,4,6,3,7,8,2,2,2,7,8,8,2,7,66,32,34,12,11,10
Ya Gotta Beliebe,2024-05-26,3,1,3,9,1,5,3,6,4,13,8,5,10,71,25,46,10,13,7
Rochelle Rochelle the Musical,2024-05-26,10,9,10,3,11,12,12,9,8,12,7,8,8,119,67,52,5,4,5
HaberMetrics,2024-05-27,2,5,7,1,3,6,5,4,5,8,14,13,1,74,29,45,10,12,7
Boba Chette,2024-05-27,1,3,1,2,5,1,1,1,1,2,1,1,9,29,14,15,14,14,14
Bug Monty,2024-05-27,13,10,8,12,14,14,14,11,8,7,13,5,11,140,85,55,2,2,4
FightinHorse&Buggies,2024-05-27,11,10,9,7,12,4,9,14,13,14,10,14,2,129,62,67,4,7,1
Forever Jung,2024-05-27,6,7,13,13,11,13,11,13,14,5,5,10,11,132,74,58,3,3,2
Friends O'Clyde,2024-05-27,12,12,11,5,5,9,10,7,12,3,3,12,14,115,64,51,6,5,6
Haders gonna Hate,2024-05-27,4,1,5,4,4,8,6,9,2,1,2,2,6,54,32,22,13,11,13
Hobo Ken,2024-05-27,9,14,6,5,8,3,8,3,6,9,3,10,4,88,53,35,8,8,11
Mighty Banshees,2024-05-27,14,13,14,14,7,11,13,12,9,11,6,7,13,144,86,58,1,1,2
Nola's Ark,2024-05-27,8,8,12,11,13,6,7,8,4,6,11,2,4,100,65,35,7,4,11
The Flying Rutschmen,2024-05-27,7,3,3,10,2,10,4,5,11,4,12,7,3,81,39,42,9,9,9
Lux Æterna,2024-05-27,5,6,3,7,8,2,3,2,7,10,8,4,6,71,34,37,11,10,10
Ya Gotta Beliebe,2024-05-27,3,1,1,9,1,4,2,6,3,13,8,5,10,66,21,45,12,13,7
Rochelle Rochelle the Musical,2024-05-27,10,9,10,2,8,12,12,9,10,12,7,9,8,118,63,55,5,6,4
HaberMetrics,2024-05-28,2,5,7,1,3,7,5,4,5,9,14,12,1,75,30,45,10,10,7
Boba Chette,2024-05-28,1,1,1,2,5,1,1,1,1,2,1,1,9,27,12,15,14,14,14
Bug Monty,2024-05-28,13,10,8,12,14,14,14,11,10,7,13,5,12,143,85,58,2,2,3
FightinHorse&Buggies,2024-05-28,11,10,9,8,12,5,9,14,12,14,10,14,2,130,64,66,4,6,1
Forever Jung,2024-05-28,7,7,13,13,11,13,11,13,14,5,4,10,11,132,75,57,3,3,4
Friends O'Clyde,2024-05-28,12,12,11,6,6,9,10,6,11,3,3,10,14,113,66,47,5,4,6
Haders gonna Hate,2024-05-28,4,1,5,4,4,8,4,9,2,1,1,2,5,50,30,20,13,10,13
Hobo Ken,2024-05-28,9,14,6,5,10,2,8,3,8,10,5,12,4,96,54,42,8,8,9
Mighty Banshees,2024-05-28,14,13,14,14,7,11,13,12,13,11,6,9,13,150,86,64,1,1,2
Nola's Ark,2024-05-28,8,8,12,11,13,6,7,8,4,6,10,3,5,101,65,36,7,5,11
The Flying Rutschmen,2024-05-28,6,1,4,10,2,10,5,5,9,4,12,5,3,76,38,38,9,9,10
Lux Æterna,2024-05-28,5,5,1,6,8,2,2,2,6,8,8,4,7,64,29,35,12,12,12
Ya Gotta Beliebe,2024-05-28,3,4,3,9,1,4,2,6,3,13,8,5,10,71,26,45,11,13,7
Rochelle Rochelle the Musical,2024-05-28,10,9,10,2,9,12,12,9,7,12,6,8,7,113,64,49,5,6,5
HaberMetrics,2024-05-29,2,5,6,1,3,7,5,4,4,8,14,12,1,72,29,43,9,12,8
Boba Chette,2024-05-29,1,1,1,3,6,1,2,1,1,2,2,1,8,30,15,15,14,14,14
Bug Monty,2024-05-29,13,11,8,12,14,14,14,11,10,9,13,7,11,147,86,61,2,1,3
FightinHorse&Buggies,2024-05-29,10,10,9,8,12,5,8,14,12,14,11,14,2,129,62,67,4,7,1
Forever Jung,2024-05-29,8,7,13,12,10,13,12,13,14,5,4,10,11,132,75,57,3,3,4
Friends O'Clyde,2024-05-29,12,12,11,6,7,9,10,6,11,3,3,10,14,114,67,47,6,4,6
Haders gonna Hate,2024-05-29,4,4,5,4,4,8,6,8,2,1,1,2,4,53,35,18,13,9,13
Hobo Ken,2024-05-29,11,14,7,5,10,2,8,3,8,10,5,13,4,100,57,43,7,8,8
Mighty Banshees,2024-05-29,14,13,14,14,5,11,11,12,13,12,7,9,13,148,82,66,1,2,2
Nola's Ark,2024-05-29,7,8,12,11,13,6,7,8,5,5,10,3,4,99,64,35,8,5,10
The Flying Rutschmen,2024-05-29,6,1,1,10,2,9,4,4,7,4,11,5,3,67,33,34,11,10,11
Lux Æterna,2024-05-29,5,5,3,6,8,2,3,2,6,7,8,4,7,66,32,34,12,11,11
Ya Gotta Beliebe,2024-05-29,3,3,3,9,1,4,1,7,3,13,8,6,10,71,24,47,10,13,6
Rochelle Rochelle the Musical,2024-05-29,9,9,10,2,9,12,13,10,9,10,6,8,8,115,64,51,5,5,5
HaberMetrics,2024-05-30,3,6,7,1,3,8,6,4,5,7,14,12,1,77,34,43,9,9,8
Boba Chette,2024-05-30,1,2,2,3,6,1,2,1,1,2,2,1,8,32,17,15,14,14,14
Bug Monty,2024-05-30,13,11,8,13,14,14,14,11,10,9,13,6,11,147,87,60,1,1,3
FightinHorse&Buggies,2024-05-30,11,10,9,8,12,5,8,13,12,14,11,14,2,129,63,66,4,6,1
Forever Jung,2024-05-30,7,7,13,12,11,13,13,13,14,5,4,11,11,134,76,58,3,3,4
Friends O'Clyde,2024-05-30,12,12,11,6,7,10,10,5,10,3,3,10,14,113,68,45,5,4,7
Haders gonna Hate,2024-05-30,4,4,5,4,4,7,5,8,2,1,1,2,4,51,33,18,13,11,13
Hobo Ken,2024-05-30,10,14,6,5,10,2,9,3,7,10,4,13,4,97,56,41,8,8,9
Mighty Banshees,2024-05-30,14,13,14,14,5,11,11,12,13,12,7,9,11,146,82,64,2,2,2
Nola's Ark,2024-05-30,8,8,12,11,13,6,7,8,4,6,10,3,6,102,65,37,7,5,10
The Flying Rutschmen,2024-05-30,6,1,2,10,2,9,4,5,8,4,12,5,2,70,34,36,10,9,11
Lux Æterna,2024-05-30,5,5,4,6,8,2,3,2,5,8,8,4,6,66,33,33,12,11,12
Ya Gotta Beliebe,2024-05-30,2,2,1,9,1,4,1,7,3,13,8,6,10,67,20,47,11,13,6
Rochelle Rochelle the Musical,2024-05-30,9,9,9,2,9,12,12,10,8,10,6,8,8,112,62,50,6,7,5
HaberMetrics,2024-05-31,3,6,6,1,3,7,6,4,5,8,14,11,1,75,32,43,10,12,8
Boba Chette,2024-05-31,1,3,3,3,6,1,1,1,1,2,2,1,8,33,18,15,14,13,14
Bug Monty,2024-05-31,13,10,8,13,14,14,14,11,11,9,12,6,13,148,86,62,1,1,2
FightinHorse&Buggies,2024-05-31,11,10,9,7,12,5,8,14,12,14,10,14,2,128,62,66,4,7,1
Forever Jung,2024-05-31,7,7,13,12,10,13,12,13,14,4,4,10,10,129,74,55,3,3,4
Friends O'Clyde,2024-05-31,12,12,12,6,7,9,10,5,10,3,3,11,14,114,68,46,5,4,5
Haders gonna Hate,2024-05-31,4,4,5,4,3,8,5,8,2,1,1,2,5,52,33,19,13,11,13
Hobo Ken,2024-05-31,9,14,7,4,11,3,9,3,8,11,5,13,4,101,57,44,8,8,7
Mighty Banshees,2024-05-31,14,12,14,14,5,11,11,12,13,12,7,8,10,143,81,62,2,2,2
Nola's Ark,2024-05-31,8,8,11,10,13,6,7,9,4,6,11,4,7,104,63,41,7,5,11
The Flying Rutschmen,2024-05-31,6,1,2,10,2,10,4,7,9,5,12,8,2,78,35,43,9,10,8
Lux Æterna,2024-05-31,5,5,4,7,9,3,3,2,6,7,7,3,5,66,36,30,11,9,12
Ya Gotta Beliebe,2024-05-31,2,1,1,9,1,2,1,5,3,13,7,5,10,60,17,43,12,14,8
Rochelle Rochelle the Musical,2024-05-31,10,9,10,2,7,12,13,9,7,10,5,6,9,109,63,46,6,5,5
HaberMetrics,2024-06-01,3,5,7,1,3,6,5,4,4,4,12,10,1,65,30,35,11,12,11
Boba Chette,2024-06-01,1,3,3,3,6,1,1,1,1,2,2,1,7,32,18,14,14,13,14
Bug Monty,2024-06-01,13,10,8,13,14,14,14,11,9,9,14,5,13,147,86,61,1,1,2
FightinHorse&Buggies,2024-06-01,11,12,9,7,12,5,9,14,13,14,11,14,3,134,65,69,3,5,1
Forever Jung,2024-06-01,7,7,13,12,10,13,11,13,14,5,4,10,10,129,73,56,4,3,4
Friends O'Clyde,2024-06-01,12,10,12,6,7,9,10,5,12,3,3,12,14,115,66,49,5,4,5
Haders gonna Hate,2024-06-01,5,4,4,5,4,8,6,8,2,1,1,2,5,55,36,19,13,9,13
Hobo Ken,2024-06-01,8,14,6,4,10,3,8,3,8,12,5,13,4,98,53,45,8,8,7
Mighty Banshees,2024-06-01,14,13,14,14,5,11,11,12,11,11,7,7,12,142,82,60,2,2,3
Nola's Ark,2024-06-01,8,8,11,10,13,6,7,9,5,7,10,4,7,105,63,42,7,7,9
The Flying Rutschmen,2024-06-01,6,1,1,10,2,10,4,5,10,5,12,7,2,75,34,41,9,10,10
Lux Æterna,2024-06-01,4,5,4,8,7,3,3,2,6,8,9,3,5,67,34,33,10,10,12
Ya Gotta Beliebe,2024-06-01,2,1,1,8,1,2,2,5,3,13,8,5,10,61,17,44,12,14,8
Rochelle Rochelle the Musical,2024-06-01,10,9,10,2,9,12,13,10,7,10,5,7,9,113,65,48,6,5,6
HaberMetrics,2024-06-02,3,6,7,1,3,7,5,4,4,4,12,10,1,67,32,35,10,12,11
Boba Chette,2024-06-02,1,3,4,3,6,1,1,1,1,2,1,1,7,32,19,13,14,13,14
Bug Monty,2024-06-02,13,11,8,13,14,14,14,11,11,9,14,6,13,151,87,64,1,1,2
FightinHorse&Buggies,2024-06-02,12,13,10,9,13,6,10,14,12,14,11,14,2,140,73,67,2,4,1
Forever Jung,2024-06-02,7,7,13,12,10,13,12,13,14,5,4,10,11,131,74,57,4,3,3
Friends O'Clyde,2024-06-02,11,10,12,6,6,8,9,5,13,3,3,12,14,112,62,50,5,6,5
Haders gonna Hate,2024-06-02,4,4,4,4,4,8,6,8,2,1,1,2,5,53,34,19,13,10,13
Hobo Ken,2024-06-02,8,14,6,5,11,2,8,3,9,12,6,13,4,101,54,47,8,8,6
Mighty Banshees,2024-06-02,14,12,14,14,5,11,11,12,10,11,7,6,10,137,81,56,3,2,4
Nola's Ark,2024-06-02,8,8,11,10,12,5,7,9,5,7,10,4,7,103,61,42,7,7,10
The Flying Rutschmen,2024-06-02,6,2,2,10,1,10,4,5,8,6,13,9,2,78,35,43,9,9,9
Lux Æterna,2024-06-02,5,5,3,7,8,3,3,2,6,8,7,3,5,65,34,31,11,10,12
Ya Gotta Beliebe,2024-06-02,2,1,1,7,1,3,2,5,3,13,7,5,11,61,17,44,12,14,8
Rochelle Rochelle the Musical,2024-06-02,10,9,9,2,9,12,13,10,7,10,5,6,9,111,64,47,6,5,6
HaberMetrics,2024-06-03,3,6,7,1,3,6,5,4,4,4,12,10,1,66,31,35,10,12,11
Boba Chette,2024-06-03,1,3,5,3,7,1,1,1,1,2,2,1,6,34,21,13,14,13,14
Bug Monty,2024-06-03,13,11,8,13,14,14,14,11,9,11,14,6,13,151,87,64,1,1,2
FightinHorse&Buggies,2024-06-03,12,13,10,9,13,6,10,14,13,14,11,14,2,141,73,68,2,4,1
Forever Jung,2024-06-03,7,8,13,12,10,12,12,13,14,4,4,11,11,131,74,57,4,3,3
Friends O'Clyde,2024-06-03,11,10,10,6,6,8,9,5,12,3,3,12,14,109,60,49,6,6,5
Haders gonna Hate,2024-06-03,4,4,4,4,4,8,6,8,2,1,1,2,6,54,34,20,13,11,13
Hobo Ken,2024-06-03,8,14,6,5,11,2,8,3,10,12,7,13,4,103,54,49,7,8,5
Mighty Banshees,2024-06-03,14,12,14,14,5,11,11,12,11,10,6,8,10,138,81,57,3,2,3
Nola's Ark,2024-06-03,8,7,10,10,12,5,7,9,5,7,10,4,6,100,59,41,8,7,10
The Flying Rutschmen,2024-06-03,6,2,2,10,1,10,4,5,8,6,13,8,2,77,35,42,9,9,9
Lux Æterna,2024-06-03,5,5,3,7,8,4,3,2,5,7,7,3,5,64,35,29,11,9,12
Ya Gotta Beliebe,2024-06-03,2,1,1,7,1,3,2,5,3,13,7,5,11,61,17,44,12,14,8
Rochelle Rochelle the Musical,2024-06-03,10,9,9,2,9,12,13,10,7,9,5,6,9,110,64,46,5,5,7
HaberMetrics,2024-06-04,3,6,7,1,3,6,6,4,4,5,12,9,1,67,32,35,10,10,11
Boba Chette,2024-06-04,1,1,4,3,6,1,1,1,1,2,2,1,8,32,17,15,14,13,14
Bug Monty,2024-06-04,13,11,8,13,14,14,14,11,12,11,13,7,13,154,87,67,1,1,1
FightinHorse&Buggies,2024-06-04,12,13,10,9,13,6,10,14,11,14,11,14,2,139,73,66,3,4,2
Forever Jung,2024-06-04,7,9,13,12,10,12,12,13,14,4,4,9,12,131,75,56,4,3,4
Friends O'Clyde,2024-06-04,11,9,10,6,8,6,8,4,10,3,3,12,14,104,58,46,7,7,6
Haders gonna Hate,2024-06-04,4,4,5,3,4,6,5,7,2,1,1,2,6,50,31,19,13,11,13
Hobo Ken,2024-06-04,10,14,6,5,11,2,9,3,9,13,9,13,2,106,57,49,5,8,5
Mighty Banshees,2024-06-04,14,12,14,14,5,11,11,12,13,10,6,9,11,142,81,61,2,2,3
Nola's Ark,2024-06-04,8,7,12,9,12,5,7,9,5,7,7,4,7,99,60,39,8,6,10
The Flying Rutschmen,2024-06-04,6,1,2,9,1,10,4,8,8,6,13,7,2,77,33,44,9,9,7
Lux Æterna,2024-06-04,5,5,2,6,6,2,3,2,7,8,9,3,5,63,29,34,11,12,12
Ya Gotta Beliebe,2024-06-04,2,1,1,6,1,2,2,4,3,12,7,5,10,56,15,41,12,14,9
Rochelle Rochelle the Musical,2024-06-04,9,8,9,2,9,12,13,9,6,9,4,6,9,105,62,43,6,5,8
HaberMetrics,2024-06-05,3,6,8,1,3,7,6,6,5,5,12,10,1,73,34,39,10,10,10
Boba Chette,2024-06-05,1,1,4,3,8,1,1,1,1,2,1,1,8,33,19,14,14,13,14
Bug Monty,2024-06-05,13,11,7,13,13,14,14,11,12,12,14,8,13,155,85,70,1,1,1
FightinHorse&Buggies,2024-06-05,12,13,12,11,14,8,12,14,11,14,11,14,2,148,82,66,2,2,2
Forever Jung,2024-06-05,7,9,13,12,10,12,11,13,14,4,5,10,11,131,74,57,4,4,4
Friends O'Clyde,2024-06-05,11,9,10,6,7,6,8,4,10,3,1,12,14,101,57,44,7,7,6
Haders gonna Hate,2024-06-05,5,4,5,3,4,8,5,7,2,1,1,2,5,52,34,18,13,10,13
Hobo Ken,2024-06-05,10,14,6,5,11,2,8,3,9,13,8,13,2,104,56,48,5,8,5
Mighty Banshees,2024-06-05,14,12,14,14,5,10,10,12,13,9,5,9,12,139,79,60,3,3,3
Nola's Ark,2024-06-05,8,7,11,10,12,5,7,10,4,8,8,4,6,100,60,40,8,6,9
The Flying Rutschmen,2024-06-05,6,3,3,9,2,10,4,8,7,5,12,7,2,78,37,41,9,9,8
Lux Æterna,2024-06-05,4,5,1,7,6,3,3,2,7,7,8,3,6,62,29,33,11,12,12
Ya Gotta Beliebe,2024-06-05,2,1,2,7,1,3,2,4,3,11,5,4,10,55,18,37,12,14,11
Rochelle Rochelle the Musical,2024-06-05,8,8,9,2,9,13,13,8,6,9,4,6,9,104,62,42,5,5,7
HaberMetrics,2024-06-06,2,6,8,1,3,7,6,4,4,6,13,10,1,71,33,38,10,11,9
Boba Chette,2024-06-06,1,1,2,4,7,1,1,1,1,2,1,1,8,31,17,14,14,14,14
Bug Monty,2024-06-06,13,11,7,13,13,14,14,11,13,12,14,9,13,157,85,72,1,1,1
FightinHorse&Buggies,2024-06-06,12,13,12,11,14,9,12,14,10,14,11,14,2,148,83,65,2,2,2
Forever Jung,2024-06-06,7,10,13,12,10,12,10,13,14,4,6,11,11,133,74,59,4,4,4
Friends O'Clyde,2024-06-06,11,8,10,6,6,6,9,6,11,3,3,12,14,105,56,49,5,7,5
Haders gonna Hate,2024-06-06,4,3,5,4,4,7,5,7,2,1,1,2,5,50,32,18,13,12,13
Hobo Ken,2024-06-06,9,14,6,3,11,2,8,3,9,13,8,13,2,101,53,48,7,8,6
Mighty Banshees,2024-06-06,14,12,14,14,5,11,11,12,12,11,6,8,11,141,81,60,3,3,3
Nola's Ark,2024-06-06,10,8,11,10,12,5,7,9,5,7,8,4,5,101,63,38,7,5,9
The Flying Rutschmen,2024-06-06,6,4,3,8,2,10,4,9,8,5,12,7,2,80,37,43,9,9,7
Lux Æterna,2024-06-06,4,5,4,8,8,4,3,2,7,8,8,3,5,69,36,33,11,10,12
Ya Gotta Beliebe,2024-06-06,3,2,1,7,1,3,2,4,3,9,4,4,10,53,19,34,12,13,11
Rochelle Rochelle the Musical,2024-06-06,8,7,9,2,9,13,13,7,6,9,4,6,9,102,61,41,6,6,8
HaberMetrics,2024-06-07,2,6,8,1,3,8,6,5,4,8,13,10,1,75,34,41,10,11,9
Boba Chette,2024-06-07,1,1,1,3,7,1,1,1,1,2,1,1,8,29,15,14,14,14,14
Bug Monty,2024-06-07,13,11,7,13,13,14,14,11,13,12,13,8,13,155,85,70,1,1,1
FightinHorse&Buggies,2024-06-07,12,13,12,11,14,9,12,14,10,14,11,14,4,150,83,67,2,2,2
Forever Jung,2024-06-07,7,10,13,12,10,12,10,13,14,4,4,11,12,132,74,58,4,4,4
Friends O'Clyde,2024-06-07,8,7,10,5,6,6,8,6,11,3,3,12,14,99,50,49,8,8,6
Haders gonna Hate,2024-06-07,4,3,5,5,4,7,5,6,2,1,1,2,5,50,33,17,13,12,13
Hobo Ken,2024-06-07,10,14,6,3,11,2,9,3,9,13,10,13,2,105,55,50,5,7,5
Mighty Banshees,2024-06-07,14,12,14,14,5,11,11,12,12,10,8,8,11,142,81,61,3,3,3
Nola's Ark,2024-06-07,11,9,11,9,12,5,7,9,5,7,8,4,5,102,64,38,7,5,10
The Flying Rutschmen,2024-06-07,6,2,3,8,2,10,4,9,8,6,12,7,2,79,35,44,9,10,7
Lux Æterna,2024-06-07,5,5,4,10,8,4,3,2,7,5,4,3,5,65,39,26,11,9,12
Ya Gotta Beliebe,2024-06-07,3,3,1,7,1,3,2,4,3,9,4,5,10,55,20,35,12,13,11
Rochelle Rochelle the Musical,2024-06-07,8,7,9,2,9,13,13,8,6,11,4,6,9,105,61,44,5,6,7
HaberMetrics,2024-06-08,3,6,8,1,3,8,5,5,6,8,12,10,1,76,34,42,10,10,8
Boba Chette,2024-06-08,1,1,1,4,7,1,1,1,1,2,2,1,8,31,16,15,14,14,14
Bug Monty,2024-06-08,13,11,7,13,13,14,14,11,12,11,13,8,13,153,85,68,1,1,1
FightinHorse&Buggies,2024-06-08,12,13,12,10,14,9,13,13,9,14,11,14,4,148,83,65,2,2,2
Forever Jung,2024-06-08,7,10,13,12,10,12,10,13,14,4,7,12,11,135,74,61,4,4,4
Friends O'Clyde,2024-06-08,8,8,10,5,6,6,8,7,11,3,3,11,14,100,51,49,7,8,5
Haders gonna Hate,2024-06-08,4,4,5,5,4,7,5,5,2,1,1,2,5,50,34,16,13,10,13
Hobo Ken,2024-06-08,9,13,5,3,11,2,9,3,10,13,7,13,3,101,52,49,6,7,5
Mighty Banshees,2024-06-08,14,12,14,14,5,11,11,12,12,12,7,8,11,143,81,62,3,3,3
Nola's Ark,2024-06-08,11,9,11,9,12,5,7,8,3,7,7,4,6,99,64,35,8,5,10
The Flying Rutschmen,2024-06-08,6,2,2,7,2,10,4,10,8,6,13,7,2,79,33,46,9,12,7
Lux Æterna,2024-06-08,5,4,4,10,8,4,3,2,7,4,6,3,6,66,38,28,11,9,12
